"term","frequency"
"吵架",6
"告知",6
"完成",6
"屁",6
"岐視",6
"床",6
"技術",6
"抗議",6
"更新",6
"杜鵑花節",6
"沒錢",6
"沖水",6
"男八",6
"男女",6
"男同性戀",6
"盯",6
"谷",6
"走到",6
"走進",6
"那裏",6
"事務",6
"佩服",6
"來到",6
"兩",6
"兩樣",6
"制服",6
"制度",6
"受",6
"受害者",6
"呼籲",6
"咖啡",6
"夜",6
"妳在",6
"姓",6
"性騷擾",6
"怪怪的",6
"抽菸",6
"拆",6
"板",6
"泡",6
"爸",6
"的嗎",6
"社的",6
"社圖",6
"肥",6
"金",6
"保障",6
"則",6
"室",6
"建中",6
"很忙",6
"很想",6
"後悔",6
"怎",6
"思想",6
"拼命",6
"持續",6
"挑",6
"政大",6
"某系",6
"玻璃",6
"玻璃心",6
"相",6
"相當",6
"相對",6
"看不到",6
"科",6
"約會",6
"美女",6
"背後",6
"要不是",6
"要死",6
"計算",6
"重視",6
"值得",6
"剛",6
"哥",6
"哪來",6
"哭哭",6
"差別",6
"拿出",6
"捐款",6
"效果",6
"時刻",6
"校友",6
"校隊",6
"根據",6
"特長",6
"病人",6
"破",6
"神經病",6
"笑笑",6
"缺",6
"追走",6
"逆",6
"馬路",6
"高興",6
"停車",6
"圈",6
"國中",6
"基於",6
"婚姻",6
"寂寞",6
"常",6
"強",6
"捧",6
"族群",6
"晚餐",6
"梗",6
"殺貓",6
"深夜",6
"猛",6
"現實",6
"球",6
"理學院",6
"異性戀",6
"眼神",6
"第一個",6
"統獨",6
"處",6
"被迫",6
"規劃",6
"透露",6
"這段",6
"通識",6
"報到",6
"媒體",6
"寒假",6
"復",6
"提",6
"提升",6
"提示",6
"曾",6
"替代",6
"湯",6
"無奈",6
"發出",6
"筆記",6
"等於",6
"貴",6
"酥",6
"黑道",6
"傳教",6
"傳統",6
"傳說",6
"嫌",6
"廉價",6
"想來",6
"愛貓",6
"會計系",6
"煎熬",6
"照著",6
"當了",6
"裏",6
"裡的",6
"解釋一下",6
"詢問",6
"路人",6
"較",6
"遇過",6
"對得起",6
"摘要",6
"滾",6
"滿",6
"演算法",6
"疑問",6
"睡眠",6
"稱",6
"管院營",6
"網友",6
"網站",6
"舞會",6
"認",6
"銀行",6
"閨蜜",6
"頗",6
"領導",6
"嘻嘻",6
"履歷",6
"慾望",6
"撕",6
"數字",6
"標籤",6
"澄清",6
"熟",6
"熱水",6
"課堂",6
"調查",6
"談",6
"靠近",6
"鬧",6
"學姐",6
"學府",6
"整理",6
"整間",6
"橘子",6
"融入",6
"遵守",6
"選課",6
"遺憾",6
"隨著",6
"優質",6
"懂得",6
"戲劇",6
"糟糕",6
"謝謝你們",6
"賺",6
"還把",6
"鍵盤",6
"舊",6
"藉口",6
"藍色",6
"醫院",6
"關聯",6
"難以",6
"騙子",6
"勸",6
"籃球隊",6
"蘭友會",6
"權利",6
"0414",5
"228",5
"2501",5
"82",5
"85",5
"90",5
"91",5
"92",5
"all",5
"B04",5
"B06",5
"B5",5
"E2A",5
"F50",5
"FFFD",5
"fuck",5
"Gay",5
"google",5
"hate",5
"Hate",5
"I",5
"ig",5
"it",5
"life",5
"ltn",5
"me",5
"NTUHate14681",5
"o",5
"ok",5
"posts",5
"PTT",5
"SO",5
"XDD",5
"you",5
"ㄆ",5
"一千",5
"一口",5
"一日",5
"一生",5
"一杯",5
"一家",5
"一陣子",5
"一票",5
"一樓",5
"一模一樣",5
"一邊",5
"了呢",5
"二戰",5
"人行道",5
"人能",5
"力",5
"三年",5
"三次",5
"三點",5
"上去",5
"上車",5
"上來",5
"上前",5
"上場",5
"下學期",5
"大一女",5
"大多",5
"大樓",5
"大頭",5
"小丑",5
"小組",5
"小學",5
"不太好",5
"不多",5
"不明",5
"不准",5
"不該",5
"不像",5
"不算",5
"中山",5
"之下",5
"公式",5
"公告",5
"公德心",5
"冗",5
"午餐",5
"友善",5
"友會",5
"反",5
"反抗",5
"引起",5
"手中",5
"手段",5
"方",5
"日文",5
"日文系",5
"毛",5
"父權",5
"牙醫",5
"王八蛋",5
"充斥",5
"充滿",5
"出生",5
"出事",5
"加分",5
"包括",5
"北一女",5
"半小時",5
"半年",5
"半個",5
"古老",5
"召",5
"台北人",5
"台南",5
"四樓",5
"外系",5
"外套",5
"平時成績",5
"必修",5
"打掃",5
"打球",5
"民主",5
"犯",5
"生日",5
"用到",5
"立刻",5
"交朋友",5
"交個",5
"份子",5
"光棍節",5
"全台",5
"全校",5
"全班",5
"再用",5
"再見",5
"印象",5
"吃掉",5
"合法",5
"同志",5
"同理",5
"名子",5
"名額",5
"在意",5
"地位",5
"地板",5
"好心",5
"好看",5
"有事",5
"有洞",5
"有病",5
"老妹",5
"老是",5
"自重",5
"自願",5
"行政",5
"西裝",5
"你們好",5
"你講",5
"你還",5
"別說",5
"否則",5
"告",5
"屁用",5
"屁孩",5
"屁眼",5
"形象",5
"我大",5
"我能",5
"我想問",5
"我該",5
"我操",5
"批判",5
"抄",5
"投",5
"投資",5
"改",5
"改革",5
"沒來",5
"沒品",5
"男六",5
"私立",5
"系邊",5
"肛",5
"角度",5
"身旁",5
"車子",5
"並不",5
"事後",5
"兩點",5
"兩邊",5
"刻意",5
"受不了",5
"呦",5
"周",5
"固定",5
"奇葩",5
"奉勸",5
"妳有",5
"妳是",5
"姓氏",5
"延畢",5
"所說",5
"所學",5
"抱",5
"抽獎",5
"拍拍",5
"拍照",5
"明確",5
"東吳",5
"欣賞",5
"法制",5
"爬",5
"爭取",5
"玩笑",5
"知不知道",5
"社工",5
"社長",5
"空",5
"近",5
"長相",5
"長輩",5
"門檻",5
"阿伯",5
"附圖",5
"便",5
"信任",5
"前女友",5
"勉強",5
"咦",5
"哀",5
"很煩",5
"很爛",5
"後續",5
"恨",5
"政黨",5
"故",5
"是從",5
"某甲",5
"某位",5
"洗白",5
"狠狠",5
"珍惜",5
"相遇",5
"看不下去",5
"秒",5
"美",5
"美麗",5
"耍",5
"背包",5
"重考",5
"香爐",5
"哪天",5
"家產",5
"差點",5
"師大附中",5
"料",5
"旁聽",5
"時代",5
"書上",5
"朕",5
"校長",5
"氣氛",5
"消息",5
"烤",5
"真好",5
"砸",5
"祖國",5
"笑死人",5
"粉",5
"高手",5
"高尚",5
"鬥爭",5
"做好",5
"做過",5
"停止",5
"停修",5
"健身房",5
"動作",5
"問我",5
"張家",5
"強烈",5
"得以",5
"接",5
"接著",5
"控制",5
"敘述",5
"清交成",5
"清潔",5
"理",5
"理性",5
"理所當然",5
"甜",5
"產業界",5
"票",5
"第二次",5
"累",5
"處分",5
"蛋",5
"設定",5
"這人",5
"這時",5
"部份",5
"部門",5
"都給",5
"頂尖",5
"麥當勞",5
"備取",5
"傢伙",5
"勞工",5
"喇叭",5
"報",5
"就讓",5
"幾年",5
"悲哀",5
"提早",5
"插隊",5
"普妹",5
"最低",5
"期許",5
"期間",5
"無限",5
"痛",5
"登",5
"登記",5
"發個",5
"發現自己",5
"筆電",5
"評比",5
"詛咒",5
"詞",5
"貼心",5
"閒",5
"隊輔",5
"雄中",5
"塑膠",5
"媽",5
"微笑",5
"微調",5
"想當",5
"意識",5
"意願",5
"愛我",5
"感冒",5
"搞不懂",5
"搬出去",5
"搭",5
"新體",5
"極度",5
"溫馨",5
"當中",5
"當成",5
"當作",5
"綁",5
"腦殘",5
"萬一",5
"萬分",5
"葉丙成",5
"葡萄",5
"號稱",5
"試圖",5
"資工系",5
"資金",5
"跪",5
"過頭",5
"道理",5
"道路",5
"達人",5
"夥伴",5
"實在太",5
"對面",5
"摳",5
"摸摸",5
"演講",5
"漸漸",5
"窩",5
"算是",5
"管理員",5
"緊張",5
"舔",5
"舞",5
"舞台",5
"誤會",5
"骯髒",5
"鼻子",5
"劇本",5
"嘴臉",5
"廢除",5
"廢話",5
"潮潮",5
"稿",5
"範圍",5
"線",5
"蔡",5
"衛生紙",5
"衝",5
"課表",5
"論",5
"質疑",5
"鄰居",5
"靠杯",5
"學代會",5
"學費",5
"導致",5
"整體",5
"諷刺",5
"辦公室",5
"遺失",5
"醒醒",5
"頭腦",5
"頭髮",5
"頻道",5
"優勢",5
"懂不懂",5
"曖昧",5
"檢查",5
"環島",5
"瞭解",5
"聲明",5
"避免",5
"還我",5
"還來",5
"還硬要",5
"醜",5
"雖",5
"擺在",5
"簡直",5
"翻譯",5
"轉",5
"醫技",5
"醬料",5
"題",5
"懲處",5
"藝術",5
"類似",5
"類型",5
"騙人",5
"警告",5
"爛爛",5
"蘭",5
"譴責",5
"露出",5
"霸凌",5
"響",5
"髒",5
"曬",5
"顯得",5
"體系",5
"觀點",5
"︿",4
"0434",4
"2010",4
"2018",4
"3044",4
"5000",4
"70",4
"81",4
"86",4
"95",4
"BA",4
"by",4
"C6",4
"CE",4
"d",4
"EBD",4
"EX",4
"F6",4
"forms",4
"gay",4
"hen",4
"KMT",4
"lol",4
"NTUHate14644",4
"O",4
"the",4
"The",4
"ㄣ",4
"一二",4
"一人",4
"一大",4
"一台",4
"一份",4
"一再",4
"一到",4
"一則",4
"一堂課",4
"一條",4
"一棟",4
"一番",4
"一遍",4
"一團",4
"一顆",4
"人身攻擊",4
"人性",4
"人物",4
"人品",4
"三大夜",4
"上海",4
"上傳",4
"下一代",4
"也就是說",4
"土地銀行",4
"大人",4
"大小",4
"大叫",4
"大師",4
"大腿",4
"女士",4
"女性主義",4
"小說",4
"小魯",4
"工院",4
"工學院",4
"工讀生",4
"不太",4
"不太會",4
"不合",4
"不來",4
"不信",4
"不負責任",4
"不差",4
"不純",4
"不得",4
"不順",4
"不適",4
"不讓",4
"中文",4
"中央",4
"中肯",4
"五",4
"五千",4
"五個",4
"仇恨",4
"仍然",4
"內衣",4
"公布",4
"公共",4
"化工",4
"午時",4
"天皇",4
"太久",4
"太少",4
"太醜",4
"心血",4
"心動",4
"心理系",4
"心儀",4
"心靈",4
"手法",4
"手槍",4
"文中",4
"方面",4
"毛病",4
"主修",4
"主題",4
"付",4
"代",4
"令",4
"以此",4
"出去玩",4
"出門",4
"出風頭",4
"出路",4
"出櫃",4
"包容",4
"北大",4
"北台",4
"北車",4
"去問",4
"只不過",4
"叫做",4
"可言",4
"可笑",4
"台上",4
"台中",4
"右手",4
"司機",4
"四點",4
"夯哥",4
"失望",4
"左手",4
"必修課",4
"打卡",4
"打破",4
"打麻將",4
"打電話",4
"打雜",4
"本事",4
"本魯",4
"本錢",4
"正要",4
"母豬",4
"犯錯",4
"生理",4
"白目",4
"目標",4
"交大",4
"交集",4
"交誼廳",4
"任教",4
"休學",4
"光棍",4
"全是",4
"全體",4
"再也",4
"再有",4
"危害",4
"合理",4
"吉他",4
"同居",4
"同胞",4
"同校",4
"同情",4
"同溫層",4
"名氣",4
"名義",4
"名聲",4
"吐",4
"回收",4
"回過",4
"回憶",4
"地調",4
"地點",4
"多麼",4
"好聽",4
"成熟",4
"收到",4
"有畫",4
"死亡",4
"死掉",4
"死會",4
"死線",4
"汙名",4
"老編",4
"考得",4
"肌肉",4
"自知之明",4
"自動",4
"自認",4
"自慰",4
"血汗",4
"行",4
"行動",4
"行銷",4
"串場",4
"低調",4
"住宿",4
"何",4
"何不",4
"何必",4
"冷",4
"別以",4
"利益",4
"即可",4
"吳",4
"吳學代",4
"吸",4
"妨礙",4
"序",4
"弟妹們",4
"我用",4
"我媽",4
"我想",4
"我講",4
"扮演",4
"技巧",4
"把妹",4
"沒人會",4
"男一舍",4
"男七",4
"男五",4
"男四",4
"男神",4
"私底下",4
"系有",4
"肛交",4
"良心",4
"良好",4
"見面",4
"見識",4
"角色",4
"言論自由",4
"身份",4
"身材",4
"車的",4
"迂腐",4
"那條",4
"那間",4
"那群",4
"那篇文",4
"些",4
"例子",4
"依",4
"依舊",4
"兩種",4
"取",4
"受傷",4
"呵護",4
"夜點",4
"姑且",4
"季",4
"定",4
"幸好",4
"幸運",4
"店員",4
"性向",4
"抨擊",4
"抹",4
"拋棄",4
"拔河",4
"放屁",4
"放到",4
"明",4
"服學",4
"杯子",4
"況且",4
"爭議",4
"爸爸",4
"的人",4
"的掛",4
"社運",4
"空中",4
"空虛",4
"肏",4
"花癡",4
"表演者",4
"近親結婚",4
"長期",4
"阿姨",4
"冠廷",4
"前任",4
"前後",4
"南部",4
"咩",4
"城中",4
"威脅",4
"封鎖",4
"度過",4
"建言",4
"怎麼樣",4
"拼",4
"指",4
"指考",4
"政",4
"既",4
"某天",4
"柱",4
"歪",4
"歪歪",4
"洗衣機",4
"洗洗",4
"活大",4
"炮",4
"為止",4
"為主",4
"皇室",4
"看不起",4
"看不慣",4
"看成",4
"看個",4
"看得",4
"研究室",4
"穿個",4
"致詞",4
"要交",4
"計較",4
"負責人",4
"重修",4
"限",4
"限制",4
"風氣",4
"香水",4
"修煉",4
"個資",4
"倒數",4
"倫理",4
"原住民",4
"原廠",4
"原諒",4
"哪招",4
"哼",4
"套子",4
"孬",4
"害羞",4
"射出來",4
"差一點",4
"恐慌",4
"拿走",4
"挺",4
"旅遊",4
"晒衣",4
"書卷",4
"校務",4
"浮",4
"特質",4
"留給",4
"真是太",4
"真實",4
"祝福",4
"秘密",4
"純粹",4
"級分",4
"素養",4
"缺少",4
"耖",4
"胸",4
"胸罩",4
"脆弱",4
"草莓",4
"荒謬",4
"衷心",4
"討",4
"討拍",4
"貢獻",4
"追到",4
"追蹤",4
"馬路上",4
"高度",4
"高雄人",4
"偉大",4
"做人",4
"做些",4
"做個",4
"健康",4
"偷吃",4
"偷拍",4
"動",4
"參選",4
"唸到",4
"商品",4
"商研",4
"問號",4
"啪啪",4
"國",4
"國立",4
"基礎",4
"堆",4
"娶",4
"專頁",4
"專賣店",4
"帳戶",4
"帳號",4
"帶回",4
"帶來",4
"常識",4
"張宸",4
"得不到",4
"得罪",4
"情形",4
"排球",4
"掛",4
"掛名",4
"接近",4
"救救",4
"教訓",4
"毫無",4
"淘汰",4
"淦",4
"深入",4
"深刻",4
"清大",4
"清交",4
"牽",4
"現任",4
"現況",4
"球隊",4
"理想",4
"畢業生",4
"異樣",4
"第三個",4
"統一",4
"羞恥心",4
"處男",4
"被當",4
"設",4
"這份",4
"這屆",4
"這時候",4
"這篇文",4
"通史",4
"郭",4
"鳥系",4
"創",4
"善於",4
"善惡",4
"喝水",4
"單操",4
"就別",4
"就事論事",4
"幾棟",4
"提到",4
"提倡",4
"換來",4
"換個",4
"換掉",4
"換算",4
"斯",4
"普遍",4
"暑修",4
"森",4
"森林",4
"減少",4
"港生",4
"無用",4
"無恥",4
"登登",4
"答應",4
"給他",4
"絲襪",4
"脾氣",4
"街",4
"視訊",4
"買個",4
"跑步",4
"距離",4
"進步",4
"開除",4
"開啟",4
"階級",4
"雄",4
"集體",4
"飯",4
"黃安",4
"黃色",4
"黑白",4
"黑特版",4
"亂搞",4
"傻",4
"傻傻",4
"募款",4
"塊",4
"填寫",4
"嫁給",4
"幹話",4
"想起",4
"想學",4
"意見調查",4
"愚蠢",4
"愛去",4
"感染",4
"感恩",4
"搞錯",4
"搬",4
"新竹",4
"會以",4
"會來",4
"會期",4
"會議",4
"業",4
"業界",4
"溫暖",4
"照鏡子",4
"煩躁",4
"瑜",4
"當不成",4
"當好",4
"當屆",4
"矮",4
"碎",4
"禁用",4
"綁匪",4
"經",4
"經典",4
"羨慕",4
"補助",4
"解答",4
"誠信",4
"誠實",4
"資",4
"跨",4
"路線",4
"跳舞",4
"農學院",4
"農藝",4
"過於",4
"過度",4
"過得",4
"達到",4
"零",4
"雷包",4
"電",4
"電子",4
"電車",4
"電風扇",4
"飽",4
"厭惡",4
"圖片",4
"圖檔",4
"團購",4
"夢想",4
"實現",4
"對吧",4
"歌聲",4
"演戲",4
"碩",4
"碩士生",4
"精",4
"精彩",4
"網頁",4
"聞",4
"腐女",4
"腿",4
"臺",4
"與其",4
"說聲",4
"趕",4
"輔",4
"輔仔",4
"遠",4
"銀",4
"需",4
"領",4
"價錢",4
"儀隊",4
"劇情",4
"嘿",4
"噓",4
"噴了",4
"增加",4
"廠商",4
"廠廠",4
"撈妹",4
"撐",4
"撞死",4
"暫時",4
"標記",4
"歐",4
"熱愛",4
"獎助學金",4
"請教",4
"論述",4
"豬",4
"賤貨",4
"質問",4
"賭爛",4
"踢",4
"餓",4
"魯到",4
"噠",4
"噪音",4
"噱",4
"學生自治",4
"學者",4
"學院",4
"學務",4
"學測",4
"學著",4
"擅長",4
"擋住",4
"擋路",4
"操場",4
"整合",4
"整條",4
"曉得",4
"機制",4
"興奮",4
"貓咪",4
"踹",4
"輸",4
"辦理",4
"遲交",4
"遲到",4
"選上",4
"選出",4
"選到",4
"醒來",4
"頭",4
"餐",4
"館",4
"鮑魚",4
"龍蝦",4
"懂嗎",4
"應對",4
"戲劇系",4
"擠",4
"濫用",4
"濫好人",4
"矯情",4
"總區",4
"總經",4
"臉色",4
"臨時",4
"講到",4
"講師",4
"講義",4
"還真",4
"還給",4
"還蠻",4
"醜陋",4
"醜聞",4
"韓文",4
"點多",4
"點餐",4
"擺",4
"禮物",4
"翻",4
"藍天",4
"轉型",4
"醬",4
"雙手",4
"雙性戀",4
"雞雞",4
"離島",4
"騎士",4
"攏",4
"藥品",4
"關",4
"關東煮",4
"關鍵",4
"難看",4
"願",4
"騙局",4
"龐氏",4
"癢",4
"競爭",4
"籃球",4
"籌備",4
"饒舌",4
"黨工",4
"犧牲",4
"露",4
"攤位",4
"聽課",4
"讀完",4
"髒話",4
"顯示",4
"0084",3
"107",3
"110",3
"1111",3
"230",3
"304",3
"3053",3
"307",3
"352",3
"5988",3
"600",3
"689",3
"72",3
"75",3
"77",3
"94",3
"98",3
"99",3
"A9",3
"AA",3
"AF",3
"AKB",3
"and",3
"aspx",3
"b03",3
"B03",3
"BF6",3
"bws",3
"carry",3
"case",3
"CF",3
"CM",3
"CP",3
"EC",3
"Elite",3
"Exam",3
"FUCK",3
"G",3
"GAME",3
"gif",3
"GIS",3
"HIV",3
"k",3
"ki",3
"line",3
"map",3
"Me",3
"mg",3
"new",3
"ntu",3
"NTUHate921",3
"peoplenews",3
"power",3
"PS",3
"QQQQ",3
"rack",3
"Taiwan",3
"TAT",3
"to",3
"top",3
"type",3
"utm",3
"XDDD",3
"zzz",3
"ㄜ",3
"ㄤ",3
"一分",3
"一天兩天",3
"一方",3
"一片",3
"一年級",3
"一把",3
"一兩個",3
"一門",3
"一段",3
"一看",3
"一旁",3
"一粒",3
"一場",3
"一發",3
"一週",3
"一開",3
"一塊",3
"一碗",3
"一對",3
"一整天",3
"一臉",3
"一點點",3
"丁友",3
"七十五",3
"了點",3
"二年級",3
"人不知",3
"人氣",3
"人啊",3
"人當",3
"人際",3
"人權",3
"力氣",3
"三太子",3
"三週",3
"三歲",3
"三節課",3
"三萬",3
"三餐",3
"三類",3
"上下",3
"上司",3
"上星期",3
"上網",3
"上線",3
"上學",3
"下略",3
"下載",3
"丸",3
"乞丐",3
"口",3
"口中",3
"口水",3
"口氣",3
"口說",3
"土木",3
"土地",3
"大力",3
"大大的",3
"大生",3
"大多數",3
"大放厥詞",3
"大部份",3
"大都",3
"大喊",3
"大量",3
"大道",3
"女主角",3
"女四",3
"女校",3
"女權",3
"小人",3
"小小",3
"小屁孩",3
"小朋友",3
"小提琴",3
"小黑",3
"小路",3
"工",3
"工作人員",3
"工系",3
"工海",3
"工綜",3
"已然",3
"干涉",3
"才行",3
"不久",3
"不小",3
"不太想",3
"不乏",3
"不合理",3
"不但",3
"不住",3
"不看",3
"不限",3
"不屑",3
"不時",3
"不愧",3
"不解",3
"不熟",3
"不論是",3
"不講",3
"中出",3
"中立",3
"中國共產黨",3
"中華隊",3
"之中",3
"之處",3
"互評",3
"五次",3
"今天下午",3
"內鬥",3
"內涵",3
"內幕",3
"內戰",3
"公分",3
"公文",3
"公民",3
"公事",3
"公然",3
"公園",3
"六點",3
"分校",3
"分配",3
"化學品",3
"友誼",3
"反中",3
"反感",3
"天下",3
"天大地大",3
"天使",3
"天空",3
"天氣",3
"天龍",3
"太子",3
"太快",3
"太帥",3
"太棒了",3
"太過",3
"夫妻",3
"少女",3
"尺寸",3
"巴士",3
"引發",3
"心力",3
"心思",3
"心疼",3
"心痛",3
"心虛",3
"心酸",3
"心臟",3
"手榴彈",3
